PM10 Concentration,DatetimeBegin,PM2.5 Concentration,CO Concentration,NO2 Concentration,SO2 Concentration,C6H6 Concentration
38.942,2018-01-01 00:00:00,46.40899999,0.46168,21.60559999,5.36549,1.10825
52.889,2018-01-01 01:00:00,53.46699999,0.43268,21.1869,7.363020288253205,0.936
37.00699999,2018-01-01 02:00:00,37.66799999,0.39208,16.2845,5.14364,0.69225
35.837,2018-01-01 03:00:00,37.33299999,0.38628,17.3246,5.16465999,0.598
34.408,2018-01-01 04:00:00,29.12999999,0.36308,15.5656,5.23301999,0.572
25.82999999,2018-01-01 05:00:00,20.06899999,0.34916,15.8792,5.13459999,0.52975
18.978,2018-01-01 06:00:00,18.331,0.36424,18.1831,5.31601,0.50049999
23.23999999,2018-01-01 07:00:00,22.538,0.3654,21.0167,5.34607,0.53625
23.07999999,2018-01-01 08:00:00,25.15299999,0.34336,17.50049999,5.20774999,0.49725
24.756,2018-01-01 09:00:00,25.96999999,0.32828,13.96519999,5.10400999,0.481
28.271,2018-01-01 10:00:00,27.39099999,0.33872,12.2521,4.97207,0.4875
24.46099999,2018-01-01 11:00:00,25.539,0.36076,17.0742,6.08687999,0.46475
27.21699999,2018-01-01 12:00:00,24.465,0.37932,23.5367,5.71208,0.494
27.71999999,2018-01-01 13:00:00,25.72599999,0.40948,32.2879,5.88286,0.51675
24.963,2018-01-01 14:00:00,25.26099999,0.34452,33.43319999,5.8129,0.3835
24.66499999,2018-01-01 15:00:00,25.661,0.41876,40.8575,5.58732999,0.35425
27.53999999,2018-01-01 16:00:00,29.478,0.54868,53.4538,5.27477999,0.4875
27.634,2018-01-01 17:00:00,36.703,0.6032,52.95089999,5.74666,0.73125
37.79999999,2018-01-01 18:00:00,41.953,0.57304,39.1214,5.74321,1.10825
41.481,2018-01-01 19:00:00,44.25399999,0.51852,35.5651,5.41389999,1.3065
49.295,2018-01-01 20:00:00,40.304,0.58696,36.57459999,5.52641999,1.20575
48.31199999,2018-01-01 21:00:00,32.82099999,0.56028,31.46,5.36362,1.2155
34.183,2018-01-01 22:00:00,28.67599999,0.54636,27.0816,5.23726999,1.0985
30.72599999,2018-01-01 23:00:00,24.76899999,0.4872,21.94399999,5.33568999,0.923
28.241,2018-01-02 00:00:00,23.803,0.45704,17.8218,5.55248,0.7995
27.76399999,2018-01-02 01:00:00,19.856,0.41992,15.7969,4.188886754950785,0.71825
25.97299999,2018-01-02 02:00:00,18.11199999,0.39672,14.1373,5.21839,0.6435
28.02499999,2018-01-02 03:00:00,18.83299999,0.377,13.10479999,5.40564999,0.637
26.885,2018-01-02 04:00:00,18.69,0.36192,14.015,5.29872,0.6435
27.27199999,2018-01-02 05:00:00,19.92899999,0.38164,16.79309999,5.30802999,0.6565
26.23499999,2018-01-02 06:00:00,19.92599999,0.44196,26.2193,5.25269999,0.676
25.292,2018-01-02 07:00:00,18.177,0.4988,37.80599999,5.44528999,0.7735
23.382,2018-01-02 08:00:00,19.399,0.57304,43.4177,5.33356999,1.00099999
27.35999999,2018-01-02 09:00:00,21.96399999,0.68556,55.3639,5.74587,1.21225
33.563,2018-01-02 10:00:00,18.945,0.7946,60.18209999,6.0765,1.44625
20.89099999,2018-01-02 11:00:00,11.002,0.53128,52.45949999,6.81625,4.37774999
8.13049999,2018-01-02 12:00:00,5.42689999,0.24592,26.2804,5.96105999,0.4875
9.0378,2018-01-02 13:00:00,3.59359999,0.2262,16.7529,5.65435999,0.117
6.11549999,2018-01-02 14:00:00,4.17879999,0.18676,16.3457,5.39208999,0.0845
4.67659999,2018-01-02 15:00:00,3.769,0.2146,19.36659999,5.25962,0.091
3.7631,2018-01-02 16:00:00,3.095,0.20996,15.8122,5.35909999,0.0845
5.0846,2018-01-02 17:00:00,2.70449999,0.24824,20.0378,5.31601,0.1105
4.8906,2018-01-02 18:00:00,2.73919999,0.3074,35.98769999,4.92764999,0.16575
4.5385,2018-01-02 19:00:00,3.5691,0.29696,34.44279999,4.86381,0.18525
4.2103,2018-01-02 20:00:00,4.9476,0.24128,17.9269,5.34367,0.15275
5.9179,2018-01-02 21:00:00,5.38339999,0.29232,17.5808,5.19524999,0.208
6.89419999,2018-01-02 22:00:00,4.4766,0.25404,16.1411,5.23488,0.13325
5.74289999,2018-01-02 23:00:00,4.0411,0.23084,14.4719,4.94308,0.13325
6.8364,2018-01-03 00:00:00,5.586,0.22272,15.4604,5.06491,0.11375
6.2717,2018-01-03 01:00:00,6.2849,0.21344,16.8505,2.5254778968103633,0.10725
8.28909999,2018-01-03 02:00:00,5.44859999,0.20532,14.8161,4.88056999,0.10075
8.8327,2018-01-03 03:00:00,6.35299999,0.24128,28.2804,4.72177,0.104
9.4799,2018-01-03 04:00:00,7.3901,0.24592,31.23059999,4.88349,0.12675
10.097,2018-01-03 05:00:00,6.93029999,0.24012,37.133,5.01489999,0.10075
11.156,2018-01-03 06:00:00,7.02339999,0.44892,57.4174,5.01729,0.1755
8.3954,2018-01-03 07:00:00,6.6208,0.56956,70.80329999,4.98350999,0.47125
11.02,2018-01-03 08:00:00,7.6433,0.31088,51.8209,4.94599999,0.2535
15.9,2018-01-03 09:00:00,9.0272,0.43036,55.71379999,5.15322,0.36725
13.445,2018-01-03 10:00:00,8.7651,0.2726,24.1581,5.57136999,0.3445
18.411,2018-01-03 11:00:00,8.84159999,0.30276,21.359,5.68336,0.3055
14.18699999,2018-01-03 12:00:00,8.6539,0.29116,22.3016,6.08607999,0.32825
13.082,2018-01-03 13:00:00,9.09479999,0.29696,23.8063,5.75969999,0.3185
11.066,2018-01-03 14:00:00,8.45659999,0.28652,24.7661,5.84773999,0.30225
8.6956,2018-01-03 15:00:00,9.52899999,0.33988,42.5324,5.36441999,0.30875
14.065,2018-01-03 16:00:00,11.678,0.64032,55.68319999,5.68681,0.52649999
7.6717,2018-01-03 17:00:00,8.9436,0.4118,50.3793,5.84241999,0.455
3.43889999,2018-01-03 18:00:00,4.9984,0.30276,33.52879999,5.86158,0.2925
4.11369999,2018-01-03 19:00:00,2.9716,0.22156,27.4678,5.68494999,0.10725
4.1204,2018-01-03 20:00:00,2.49889999,0.20996,27.0892,5.6642,0.091
4.5326,2018-01-03 21:00:00,2.10369999,0.22504,30.613,5.5711,0.11375
4.53819999,2018-01-03 22:00:00,3.10599999,0.1972,13.231,5.69559,0.091
6.0769,2018-01-03 23:00:00,3.5985,0.17748,10.8009,5.52482,0.065
5.5895,2018-01-04 00:00:00,3.58329999,0.19256,12.8582,5.56259,0.0715
6.5747,2018-01-04 01:00:00,4.2648,0.15428,5.72644,2.1713132432556077,0.0585
7.44059999,2018-01-04 02:00:00,3.4927,0.15544,3.73030999,5.48678,0.0455
7.6405,2018-01-04 03:00:00,2.8643,0.14964,3.24848999,5.68309,0.04225
7.46649999,2018-01-04 04:00:00,3.47219999,0.14732,2.82019999,5.6275,0.04225
6.05769999,2018-01-04 05:00:00,3.90269999,0.16588,6.33828,5.52721,0.04225
5.9762,2018-01-04 06:00:00,3.04009999,0.1914,16.34189999,5.36735,0.04875
7.98069999,2018-01-04 07:00:00,1.6062,0.21344,20.9632,5.38623,0.06175
8.76989999,2018-01-04 08:00:00,2.2644,0.7308,22.67439999,5.52402,0.1105
8.90039999,2018-01-04 09:00:00,4.37659999,1.1252,27.07969999,5.65409999,0.2925
9.78679999,2018-01-04 10:00:00,5.28019999,1.07416,23.8943,5.41922,0.377
10.35699999,2018-01-04 11:00:00,4.093,0.28294157954144383,24.90993043637424,5.86104,0.221
8.25789999,2018-01-04 12:00:00,2.8066,0.27362795293357295,24.04819730683889,5.64372,0.25024999
10.653,2018-01-04 13:00:00,2.6694,0.2729096096103716,25.26735817038003,5.78045,0.2015
10.753,2018-01-04 14:00:00,2.4226,0.2698368733324445,25.177276255286287,5.44714999,0.1495
14.26399999,2018-01-04 15:00:00,2.5806,0.2728760269822611,27.015284497968658,5.33755999,0.13975
13.169,2018-01-04 16:00:00,5.80349999,0.29615251473564813,26.057155999113935,5.52454999,0.2145
12.747,2018-01-04 17:00:00,10.722,0.33310836613679007,25.36441794833222,6.00734,0.351
18.138,2018-01-04 18:00:00,12.01399999,0.34386659206407133,27.85320571082122,5.56179,0.299
17.295,2018-01-04 19:00:00,11.847,0.34575515344837926,27.7866445806373,5.66153999,0.429
17.358,2018-01-04 20:00:00,13.558,0.35781815211167933,27.588341185066845,5.96185999,0.442
18.846,2018-01-04 21:00:00,15.569,0.3734837787591365,28.10127890270828,5.75410999,0.481
24.183,2018-01-04 22:00:00,17.93799999,0.39258384920944644,30.45151437215727,5.20615,0.468
23.099,2018-01-04 23:00:00,17.869,0.3933356245337777,30.122430730612976,5.63680999,0.53625
22.177,2018-01-05 00:00:00,15.137,0.3733834360954747,30.05858742514222,5.73549,0.507
19.60699999,2018-01-05 01:00:00,17.527,0.3875290125615144,27.93376535461039,4.023653874906477,0.49725
21.05699999,2018-01-05 02:00:00,20.78,0.4153378411443592,28.886505034648735,6.09539,0.663
30.42,2018-01-05 03:00:00,20.736,0.4217085284789249,34.024310325658796,5.88525,0.689
24.46699999,2018-01-05 04:00:00,19.802,0.40792267620557954,30.614776008495042,5.96424999,0.55575
23.529,2018-01-05 05:00:00,23.317,0.42953393010961793,29.294681092010535,5.95281,0.494
25.49299999,2018-01-05 06:00:00,25.407,0.446144548001011,30.19159282125213,6.65238999,0.533
24.5,2018-01-05 07:00:00,21.44699999,0.4226516440560093,30.63978928057569,5.719,0.68575
24.233,2018-01-05 08:00:00,22.422,0.43169308774388326,30.57792442020419,5.79082,0.78
27.975,2018-01-05 09:00:00,26.619,0.46299604191695565,32.01775984180069,6.74762,0.78975
31.469,2018-01-05 10:00:00,26.145,1.64952,58.6449,7.93025999,1.1895
33.634,2018-01-05 11:00:00,26.40599999,1.49408,52.6049,6.84205,1.3065
45.956,2018-01-05 12:00:00,32.402,0.79344,64.4497,12.4544,1.5665
51.581,2018-01-05 13:00:00,35.898,0.71456,72.20669999,8.07975,5.37549999
43.119,2018-01-05 14:00:00,36.122,0.70064,67.67329999,7.65814,3.06475
47.72599999,2018-01-05 15:00:00,33.747,0.69136,60.98519999,7.07826,3.03874999
36.70199999,2018-01-05 16:00:00,30.934,0.62408,53.5647,6.50342999,2.50899999
37.90599999,2018-01-05 17:00:00,27.08299999,0.81432,59.44599999,7.05245999,1.64125
32.243,2018-01-05 18:00:00,26.96999999,0.66352,50.8879,6.84949999,1.76475
27.39,2018-01-05 19:00:00,29.495,0.61364,52.6584,6.18609999,1.248
33.19899999,2018-01-05 20:00:00,28.347,0.53012,40.96079999,6.02170999,0.88725
31.04299999,2018-01-05 21:00:00,22.89,0.50112,39.69689999,6.35634,0.75075
28.478,2018-01-05 22:00:00,23.783,0.47676,32.4027,6.20126,0.6695
30.55399999,2018-01-05 23:00:00,26.32999999,0.44312,31.5882,6.19221,0.56225
28.911,2018-01-06 00:00:00,23.47299999,0.41064,31.1216,6.41751999,0.56225
29.666,2018-01-06 01:00:00,23.58599999,0.39208,26.3607,5.032738534085116,0.49725
28.41499999,2018-01-06 02:00:00,25.64399999,0.38512,24.18489999,5.91478,0.494
28.37399999,2018-01-06 03:00:00,23.49299999,0.3828,23.2059,5.77566,0.51675
26.591,2018-01-06 04:00:00,22.462,0.37932,21.6419,5.79933,0.50375
27.635,2018-01-06 05:00:00,24.58899999,0.38628,25.93049999,5.86078,0.49075
25.905,2018-01-06 06:00:00,20.562,0.38048,19.43169999,5.57854999,0.4875
55.323,2018-01-06 07:00:00,17.847,0.38164,21.422,5.80358999,0.455
76.01399999,2018-01-06 08:00:00,18.5,0.36192,24.204,5.78416999,0.44525
24.658,2018-01-06 09:00:00,19.04299999,0.3712,23.4067,6.12624999,0.429
25.10999999,2018-01-06 10:00:00,20.282,0.39788,20.57499999,5.93844999,0.51025
29.027,2018-01-06 11:00:00,20.43499999,0.406,19.4948,5.9576,0.47125
26.14699999,2018-01-06 12:00:00,23.283,0.40832,21.2347,6.12650999,0.5525
29.90599999,2018-01-06 13:00:00,22.32799999,0.43384,18.75669999,6.35846,0.51675
24.933,2018-01-06 14:00:00,17.67899999,0.44544,23.6992,6.31803,0.56225
23.808,2018-01-06 15:00:00,19.135,0.36308,24.40289999,6.18130999,0.46475
27.449,2018-01-06 16:00:00,24.98999999,0.42224,27.4965,5.89109999,0.39325
31.274,2018-01-06 17:00:00,29.91799999,0.47212,28.65899999,6.11029,0.60775
34.218,2018-01-06 18:00:00,29.96999999,0.46284,25.7967,6.04884,0.689
32.136,2018-01-06 19:00:00,26.721,0.43848,28.41809999,5.98686,0.59475
33.014,2018-01-06 20:00:00,30.175,0.44892,25.71259999,5.99031999,0.67925
34.36999999,2018-01-06 21:00:00,32.76899999,0.5046,32.99159999,5.81343,0.6435
35.03199999,2018-01-06 22:00:00,27.669,0.4872,25.9191,5.60541999,0.71175
34.09899999,2018-01-06 23:00:00,24.991,0.50576,31.2344,5.92515,0.676
28.157,2018-01-07 00:00:00,26.90899999,0.5452,35.2821,5.71687,0.7605
31.05399999,2018-01-07 01:00:00,31.748,0.4872,34.9437,5.361855573455619,0.663
34.122,2018-01-07 02:00:00,32.575,0.4408,32.07189999,5.44369,0.61425
34.552,2018-01-07 03:00:00,30.314,0.38976,24.4296,5.52003,0.611
33.826,2018-01-07 04:00:00,28.288,0.4002,16.1449,5.62084999,0.5915
30.84,2018-01-07 05:00:00,26.876,0.34916,15.166,5.41603,0.51675
31.852,2018-01-07 06:00:00,27.963,0.3944,22.5635,5.40432,0.50375
32.94299999,2018-01-07 07:00:00,29.791,0.51504,27.72779999,5.32744999,0.54925
34.35099999,2018-01-07 08:00:00,30.66499999,0.47444,26.6724,5.28143,0.819
35.244,2018-01-07 09:00:00,29.465,1.35256,32.3185,5.25136999,0.923
34.439,2018-01-07 10:00:00,32.238,1.88036,33.10249999,5.65887999,1.75499999
34.53099999,2018-01-07 11:00:00,31.48199999,0.85028,35.5001,5.98712999,1.495
28.053,2018-01-07 12:00:00,24.454,0.4872,31.6417,5.55168999,0.63375
26.635,2018-01-07 13:00:00,23.93,0.42456,34.0279,5.42692999,0.559
27.917,2018-01-07 14:00:00,28.61199999,0.435,29.7297,5.40378999,0.5915
31.204,2018-01-07 15:00:00,31.033,0.41992,35.12539999,5.42959,0.50375
34.02199999,2018-01-07 16:00:00,30.263,0.55216,38.8652,5.85864999,0.71825
34.32399999,2018-01-07 17:00:00,30.594,0.54172,47.4998,5.54504,1.08875
33.756,2018-01-07 18:00:00,31.469,0.54752,43.2858,5.25297,1.3325
32.255,2018-01-07 19:00:00,31.309,0.6032,41.4273,5.33729,1.586
35.17199999,2018-01-07 20:00:00,30.49899999,0.61596,43.6854,5.63361,1.53075
29.812,2018-01-07 21:00:00,30.05999999,0.52315999,38.9264,5.94723,1.7745
29.456,2018-01-07 22:00:00,31.01699999,0.47328,31.6952,5.22210999,1.1505
32.212,2018-01-07 23:00:00,30.649,0.47096,29.01269999,5.62908999,1.31299999
32.34199999,2018-01-08 00:00:00,28.53,0.45704,28.41809999,4.99441999,1.13425
30.44999999,2018-01-08 01:00:00,27.87,0.3422,20.50049999,5.077483494826769,0.7605
35.225,2018-01-08 02:00:00,32.28099999,0.29232,14.2597,5.34846,0.3965
42.32999999,2018-01-08 03:00:00,39.762,0.33988,14.4738,5.23834,0.37375
44.97099999,2018-01-08 04:00:00,42.953,0.40368,12.1316,5.187,0.60125
46.816,2018-01-08 05:00:00,44.734,0.43268,16.75679999,5.40911,0.69225
44.716,2018-01-08 06:00:00,44.35399999,0.51271999,26.4124,7.3948,0.767
46.817,2018-01-08 07:00:00,41.54999999,0.61944,31.86919999,5.75490999,0.90025
49.17199999,2018-01-08 08:00:00,40.853,0.72732,46.0505,5.85439,1.0725
53.32999999,2018-01-08 09:00:00,45.216,0.70412,43.21119999,5.50300999,1.08224999
56.18399999,2018-01-08 10:00:00,52.22599999,0.6612,41.5822,9.40043999,1.08224999
51.215,2018-01-08 11:00:00,50.84599999,0.53824,31.0413,9.65075,0.9295
45.06499999,2018-01-08 12:00:00,45.67799999,0.49184,33.67029999,8.38138999,0.8515
47.86999999,2018-01-08 13:00:00,43.50699999,0.56608,43.064,7.83715999,0.77025
51.631,2018-01-08 14:00:00,42.76599999,0.56492,48.7828,7.19423999,0.82225
52.453,2018-01-08 15:00:00,44.326,0.58464,51.64889999,8.18055999,0.7345
54.32399999,2018-01-08 16:00:00,45.377,0.70064,56.17649999,7.6326,0.96525
55.265,2018-01-08 17:00:00,46.334,0.86304,66.4898,7.0631,1.131
56.81799999,2018-01-08 18:00:00,44.04899999,0.812,62.792,7.03941999,1.23174999
43.09499999,2018-01-08 19:00:00,36.231,0.7656,55.37339999,7.71081,1.24475
31.66199999,2018-01-08 20:00:00,30.658,0.61712,47.84969999,9.22568,1.10825
32.642,2018-01-08 21:00:00,32.569,0.51388,38.4044,7.94702,0.6955
34.81,2018-01-08 22:00:00,31.64,0.50112,28.73539999,7.04129,0.7085
28.95799999,2018-01-08 23:00:00,28.469,0.4582,25.53859999,6.86864999,0.65325
27.495,2018-01-09 00:00:00,28.096,0.42456,22.206,7.33814,0.5915
27.02799999,2018-01-09 01:00:00,31.02799999,0.40832,15.41649999,4.175005721144333,0.54925
30.286,2018-01-09 02:00:00,38.98299999,0.41528,13.3955,12.4118,0.546
30.079,2018-01-09 03:00:00,36.45199999,0.43036,10.0456,14.4877,0.54275
27.123,2018-01-09 04:00:00,24.292,0.42572,11.37449999,9.14535,0.52649999
20.67899999,2018-01-09 05:00:00,19.85,0.4118,18.02629999,8.30638,0.481
19.448,2018-01-09 06:00:00,16.995,0.43732,29.2192,7.32749999,0.468
17.884,2018-01-09 07:00:00,13.196,0.49648,34.09859999,6.35154999,0.52649999
15.128,2018-01-09 08:00:00,11.265,0.57304,49.5782,6.6085,0.65975
17.33599999,2018-01-09 09:00:00,13.117,0.48256,45.9033,7.08438,0.5915
20.28999999,2018-01-09 10:00:00,15.068,0.4466,42.56689999,12.54909999,0.52975
22.074,2018-01-09 11:00:00,11.824,0.4118,41.5688,11.6803,0.4875
23.549,2018-01-09 12:00:00,10.231,0.43268,38.305,10.2187,0.52975
21.061,2018-01-09 13:00:00,23.73199999,0.37236,38.16349999,11.14969999,0.45825
23.527,2018-01-09 14:00:00,25.782,0.42108,40.6319,16.0954,0.4355
25.484,2018-01-09 15:00:00,13.933,0.46284,48.08679999,10.3024,0.44525
26.257,2018-01-09 16:00:00,20.515,0.48024,48.0275,12.17719999,0.65975
25.92,2018-01-09 17:00:00,23.847,0.55332,57.08279999,14.28229999,0.637
28.97299999,2018-01-09 18:00:00,32.633,0.50112,51.5915,13.74339999,0.64025
31.396,2018-01-09 19:00:00,43.82399999,0.48604,42.8804,17.7544,0.637
30.818,2018-01-09 20:00:00,35.34,0.4408,31.4964,11.4907,0.6305
29.94,2018-01-09 21:00:00,33.725,0.41412,34.23819999,11.0531,0.51675
26.242,2018-01-09 22:00:00,41.569,0.4988,33.43319999,17.411,0.64675
21.716,2018-01-09 23:00:00,43.93999999,0.38512,20.7911,19.0153,0.702
19.105,2018-01-10 00:00:00,41.756,0.37932,15.73959999,20.9278,0.559
16.247,2018-01-10 01:00:00,31.094,0.38512,12.70909999,2.973099841592348,0.5395
14.816,2018-01-10 02:00:00,22.05,0.36424,9.55044,17.4983,0.52
14.534,2018-01-10 03:00:00,25.352,0.34684,8.89461999,11.3877,0.49075
13.00099999,2018-01-10 04:00:00,25.646,0.33176,8.91948,13.14969999,0.44525
12.27699999,2018-01-10 05:00:00,31.588,0.3364,13.96519999,14.16879999,0.4095
12.988,2018-01-10 06:00:00,39.87899999,0.34568,20.99569999,16.18929999,0.40625
14.521,2018-01-10 07:00:00,30.073,0.39904,29.8807,14.5409,0.38025
17.155,2018-01-10 08:00:00,20.92299999,0.49184,42.4808,15.5211,0.546
17.259,2018-01-10 09:00:00,15.605,0.493,49.4558,11.9147,0.54925
17.065,2018-01-10 10:00:00,12.93099999,0.44776,48.7464,10.2806,0.546
17.221,2018-01-10 11:00:00,13.93099999,0.4234,44.20539999,11.5731,0.58175
19.327,2018-01-10 12:00:00,16.585,0.42108,47.301,12.065,0.56875
21.492,2018-01-10 13:00:00,15.093,0.46632,50.7674,10.96899999,0.52975
19.82,2018-01-10 14:00:00,12.224,0.41412,42.2303,10.02,0.52
18.907,2018-01-10 15:00:00,12.824,0.45936,44.7408,9.37144999,0.5395
18.093,2018-01-10 16:00:00,13.627,0.522,47.79809999,8.71363,0.63375
19.05999999,2018-01-10 17:00:00,17.039,0.50227999,42.73129999,8.10022999,0.86775
20.974,2018-01-10 18:00:00,19.541,0.4988,37.62239999,7.71825999,1.20575
22.85399999,2018-01-10 19:00:00,19.751,0.48952,33.2306,7.89674,0.91
23.655,2018-01-10 20:00:00,22.172,0.4408,34.003,8.25877,0.6305
26.056,2018-01-10 21:00:00,25.10099999,0.40368,30.10249999,7.82784999,0.79625
25.484,2018-01-10 22:00:00,24.396,0.43268,29.8807,7.71612999,1.00425
31.64399999,2018-01-10 23:00:00,24.95299999,0.42108,29.48499999,7.9526,0.97175
40.895,2018-01-11 00:00:00,30.042,0.40716,28.6647,8.2468,0.806
44.03799999,2018-01-11 01:00:00,32.78799999,0.40136,29.8444,6.8262898366409015,0.77675
39.838,2018-01-11 02:00:00,29.436,0.37816,23.3302,7.06789,0.689
33.48499999,2018-01-11 03:00:00,23.99899999,0.37004,17.1755,6.69228999,0.58825
27.207,2018-01-11 04:00:00,22.178,0.37584,19.96699999,6.66197,0.56875
23.69,2018-01-11 05:00:00,19.812,0.40484,22.5348,6.8479,0.68575
16.01099999,2018-01-11 06:00:00,13.475,0.49068,27.8712,7.04182,0.54925
15.30899999,2018-01-11 07:00:00,10.97,0.56724,38.43119999,7.08863,0.56875
16.86499999,2018-01-11 08:00:00,14.50099999,0.57768,39.5612,7.26579,0.69225
19.602,2018-01-11 09:00:00,15.01099999,0.55216,40.2744,7.26632,0.64675
16.07199999,2018-01-11 10:00:00,14.598,0.5046,35.94939999,7.08251999,0.6435
19.416,2018-01-11 11:00:00,17.419,0.6206,39.2323,7.16631,0.73775
25.001,2018-01-11 12:00:00,19.151,0.4698,30.88449999,7.09687999,0.65
23.748,2018-01-11 13:00:00,20.56599999,0.48372,34.3147,6.86252999,0.65325
24.68799999,2018-01-11 14:00:00,21.29899999,0.49996,41.0392,7.21445,0.5785
22.448,2018-01-11 15:00:00,19.001,0.53591999,39.27629999,7.42353,0.728
24.44699999,2018-01-11 16:00:00,17.817,0.52547999,33.71999999,7.24955999,0.69875
22.149,2018-01-11 17:00:00,17.675,0.59508,42.55539999,7.10592,0.75075
20.48699999,2018-01-11 18:00:00,15.96299999,0.68672,46.4788,7.10325999,0.82225
18.67599999,2018-01-11 19:00:00,15.526,0.62756,52.1441,6.66542999,0.9295
17.44699999,2018-01-11 20:00:00,14.819,0.60668,43.6032,6.77421999,0.76375
16.518,2018-01-11 21:00:00,11.385,0.47444,34.7487,7.26313,0.676
14.69699999,2018-01-11 22:00:00,11.188,0.60088,44.1901,7.47806,0.63375
17.49299999,2018-01-11 23:00:00,13.032,0.435,34.9361,7.27191,0.69875
18.359,2018-01-12 00:00:00,15.96,0.37816,18.98809999,7.37272,0.4875
20.216,2018-01-12 01:00:00,19.59799999,0.38512,18.2787,3.6124773390336404,0.546
22.39099999,2018-01-12 02:00:00,18.855,0.4118,20.33409999,7.30063999,0.62725
20.492,2018-01-12 03:00:00,18.446,0.406,17.7013,6.76172,0.663
21.335,2018-01-12 04:00:00,20.655,0.40832,17.1124,7.01281999,0.65325
23.22299999,2018-01-12 05:00:00,22.122,0.43384,19.13149999,7.20673999,0.70525
25.132,2018-01-12 06:00:00,25.32799999,0.4988,22.6247,7.08624,0.78
25.31599999,2018-01-12 07:00:00,25.742,0.66932,32.6837,7.29185999,0.94575
25.343,2018-01-12 08:00:00,22.879,0.80504,50.9624,7.08889999,1.2155
25.131,2018-01-12 09:00:00,23.37399999,0.73776,47.7828,7.94754999,1.1765
25.843,2018-01-12 10:00:00,27.744,0.70876,45.18249999,9.90611,1.1505
28.988,2018-01-12 11:00:00,31.09199999,0.72152,42.3699,10.9605,1.2155
30.925,2018-01-12 12:00:00,32.237,0.67976,36.52109999,11.99579999,1.209
33.82699999,2018-01-12 13:00:00,35.41499999,0.77372,45.3947,11.77159999,1.3
35.957,2018-01-12 14:00:00,36.65699999,0.80968,46.7541,12.03539999,1.40399999
38.658,2018-01-12 15:00:00,36.825,0.92568,57.316,11.8519,1.51774999
42.039,2018-01-12 16:00:00,39.316,0.75748,40.9742,10.8485,1.326
43.13799999,2018-01-12 17:00:00,40.085,0.95584,49.3793,10.6315,1.3845
43.734,2018-01-12 18:00:00,36.311,0.85956,47.8096,9.62467999,1.39425
38.89699999,2018-01-12 19:00:00,31.32999999,0.75632,41.86319999,9.28686,1.235
36.85999999,2018-01-12 20:00:00,27.51399999,0.73196,36.6148,8.63489,1.08224999
37.898,2018-01-12 21:00:00,24.817,0.66816,31.4581,6.95404,1.1635
35.01899999,2018-01-12 22:00:00,24.532,0.65192,28.49259999,6.35022,1.04975
33.512,2018-01-12 23:00:00,29.812,0.59392,26.85399999,6.19195,1.0595
29.082,2018-01-13 00:00:00,28.59199999,0.51968,22.9803,6.53136,0.9165
24.30399999,2018-01-13 01:00:00,22.68799999,0.52896,22.6018,3.8112255015564673,0.83525
22.378,2018-01-13 02:00:00,21.908,0.48024,20.0511,6.38879,0.793
26.077,2018-01-13 03:00:00,24.751,0.47444,23.8962,6.45343,0.71825
27.32,2018-01-13 04:00:00,25.792,0.44776,19.98229999,6.29887999,0.715
25.35099999,2018-01-13 05:00:00,22.61499999,0.43964,19.8332,6.32840999,0.65975
24.12399999,2018-01-13 06:00:00,22.28999999,0.44892,22.25379999,6.27733,0.689
22.454,2018-01-13 07:00:00,22.936,0.47676,24.82539999,6.09672,0.6695
23.27499999,2018-01-13 08:00:00,23.753,0.51388,27.62079999,5.94643,0.728
25.05,2018-01-13 09:00:00,23.539,0.48024,27.506,5.86822999,0.7215
21.559,2018-01-13 10:00:00,21.64199999,0.42224,33.00489999,6.11932999,0.60775
21.35999999,2018-01-13 11:00:00,17.427,0.37352,29.7928,5.70383999,0.455
19.882,2018-01-13 12:00:00,15.686,0.37236,34.08899999,5.63973,0.44525
23.977,2018-01-13 13:00:00,15.791,0.36308,32.6225,5.92168999,0.41275
18.748,2018-01-13 14:00:00,14.696,0.406,36.37769999,5.58786,0.43225
14.423,2018-01-13 15:00:00,16.373,0.377,32.13689999,5.37506,0.38675
15.262,2018-01-13 16:00:00,17.09499999,0.43384,38.6167,5.32531999,0.416
13.74499999,2018-01-13 17:00:00,16.64999999,0.41644,39.7772,6.07197999,0.52
15.083,2018-01-13 18:00:00,18.55999999,0.46632,42.3432,8.54738,0.533
17.37099999,2018-01-13 19:00:00,18.361,0.50112,46.0448,6.14407,0.66625
18.64199999,2018-01-13 20:00:00,16.27799999,0.41992,37.25909999,6.00229,0.50049999
13.319,2018-01-13 21:00:00,11.109,0.39904,32.47149999,6.07251,0.53625
8.506,2018-01-13 22:00:00,9.6934,0.36192,28.3014,6.05548999,0.4225
9.6105,2018-01-13 23:00:00,9.77759999,0.37468,29.04139999,6.46166999,0.507
8.535,2018-01-14 00:00:00,10.55899999,0.2726,11.92709999,6.4622,0.31525
9.9242,2018-01-14 01:00:00,11.738,0.24244,8.31146,2.419023479974307,0.247
10.856,2018-01-14 02:00:00,13.86999999,0.23664,5.96926,6.98223,0.25024999
11.738,2018-01-14 03:00:00,15.433,0.24244,5.32301,7.20992999,0.26324999
10.582,2018-01-14 04:00:00,19.335,0.24824,6.09163,8.75619,0.27625
10.09099999,2018-01-14 05:00:00,17.06599999,0.2262,6.43006,10.7807,0.338
